psc,naics,description,0
Y1AZ,236220.0,"47PE0317C0007, DESIGN-BUILD SERVICES FOR THE SAVANNAH ANNEX RENOVATIONS, 124 BARNARD STREET, SAVANNAH, GA 31401. MODIFICATION PS0010 - RESOLUTION FOR EISA, STEEL TARIFFS ADDITIONAL WORK WITHIN SCOPE, AND EXTENSION OF PERIOD OF PERFORMANCE.",1
6110,334519.0,"8505326988!CONTACTOR,MAGNETIC",1
D399,334111.0,"THE PURPOSE OF THIS MODIFICATION IS TO 1) EXTEND CONTRACT LINE ITEM (CLIN) 0022 ""CMOD DATA ARCHIVE EXTRACTION AND CMOD DATA INGESTION"" FROM 08/14/2024 TO 11/27/2024 AT NO ADDITIONAL COST, 2) EXTEND CLIN 0026 ""ACTIVITY 11 - POST-PRODUCT",1
Z2AA,236220.0,"GSA IA BUILDING AUTOMATION SYSTEM REPLACEMENT AT NEAL SMITH FEDERAL, 210 WALNUT ST. DES MOINES IA, BUILDING, DAVENPORT U.S. COURTHOUSE 131 EAST 4TH ST., DAVENPORT IA, IOWA CITY FEDERAL BUILDING 400 SOUTH CLINTON IOWA CITY IA",1
Z2AA,236220.0,MODIFICATION TO INCREASE THE NUMBER OF SWITCHGEAR CIRCUIT BREAKERS REPLACED AT THE BATTLE CREEK FEDERAL CENTER. THESE ADDITIONAL BREAKERS HAVE BEEN IDENTIFIED AS HAVING QUESTIONABLE INTEGRITY AND WERE THEREFORE RED TAGGED.,1
7010,334210.0,"NETWORK VIRTUALIZATION WHICH WOULD INCLUDE STORAGE, SERVER, AND CLIENT VIRTUALIZATION PIECES TO CREATE A ""HYPER-CONVERGED ""NETWORK"" THAT AUTOMATES AS MANY PROCESSES AND FREES ADMINISTRATOR TIME TO FOCUS ON COMPLETING SECURITY TASKS.",1
F019,115310.0,"PEDLAR RIVER - GATE ONE STAND INVENTORY - GPRD, EXTEND POP",1
7050,541519.0,COM-RP PRO MAC OS 50-249 ANNUAL JAMF SUBSCRIPTION 8/14/2020- 8/13/2021,1
D399,541512.0,IPP PURPOSE OF INCORPORATING HHSAR 352.232-71 ELECTRONIC INVOICE SUBMISSION FOR IMPLEMENTATION JUNE 2022.,1
5680,423610.0,"4561629458!DIMMER BALLAST, LUT H3DT540GU210 40W 2 L",1
6640,334516.0,ION GENESTUDIO S5 SEQUENCER,1
5680,423610.0,"4546520402!SCREW, MASONRY, FLATHEAD, TAPCON, TAPCON",1
6130,335999.0,8507967035!POWER SUPPLY,1
D399,541512.0,"IGF::OT::IGF ADD FUNDING TO CLIN 1002AB, INCORPORATE REVISED PWS, AND DEOBLIGATE BASE PERIOD EXCESS FUNDS.",1
7030,334111.0,IGF::OT::IGF MEDWEB LICENSE RENEWAL AND SOFTWARE UPDATE,1
D305,541512.0,"USDA ENTERPRISE CLOUD HOSTING AND EDAPT SERVICES MOD 141 - THE PURPOSE OF THIS MODIFICATION IS FOR THE CONTINUATION OF EDAPT RESEARCH, EDUCATION, AND ECONOMICS (REE) DATA MANAGEMENT AND ANALYTICS SERVICES SUPPORT.",1
R710,522390.0,"THE PURPOSE OF THIS MODIFICATION IS TO INCORPORATE OPTION PERIOD V WITH A PERIOD OF PERFORMANCE FROM DECEMBER 15, 2023, THROUGH FEBRUARY 29, 2024, AND ADD FUNDING IN THE AMOUNT OF $ 27,606,347.74 AND EXERCISE OPTION PERIOD V ACCORDINGLY.",1
E1PB,512110.0,MAPPING SERVICES FOR 4TH OF JULY CELEBRATION,1
Z2DA,236220.0,"IGF::OT::IGF TASK ORDER FOR THE RELOCATE BULK OXYGEN PROJECT AT THE VAMC, PROVIDENCE, RI. MODIFICATION P00001 - DE-SCOPE/DE-OBLIGATION.",1
W041,532490.0,EXERCISE OPTION 1: EXTEND LEASE OF 100 TON AIR COOLED CHILLER ONLY,1
4730,488190.0,SUPPLY CONTRACTS AND PRICED ORDERS,1
7H20,518210.0,"MODIFICATION NUMBER 0001 IS BEING ISSUED TO A EXERCISE OPTION PERIOD ONE IN ACCORDANCE WITH THE FAA ACQUISITION MANAGEMENT SYSTEM AMS CLAUSE 3.2.4-35, OPTION TO EXTEND THE TERM OF THE CONTRACT APRIL 1996, IN SECTION I OF THE ABOVE SUBJECT CONTRACT AN",1
DA01,541511.0,IM/IT SUPPORT SERVICES,1
R499,541512.0,"THIS IS A SBIR PHASE III TO CONTRACT IN SUPPORT OF AFRL, STEMMING FROM PREVIOUS SBIR I & II TOPIC AF183-005. THE PURPOSE OF THIS MODIFICATION IS TO EXECUTE ADMINISTRATIVE ACTIONS.",1
R425,488190.0,TECHNICAL DATA PUBLICATION SUPPORT FUNDING REALIGNMENT,1
7A21,541519.0,PC SAS LICENSES FOR NOAA,1
Y1PZ,236220.0,"CASE 010 - UNFORESEEN BUILDING FOUNDATION - REMOVE CONCRETE FOUNDATION WITHIN LIMITS OF TRENCH FOR STORM DRAIN, CASE 011 - AC/HEATING UNIT FOR CONTROL BUILDING - FURNISH AND INSTALL WALL MOUNTED AC/HEAT UNIT, - WELDON SPRING ARC BAFFLED RANGE",1
R606,561492.0,N102B/N00L T.DUNN COURT REPORTING SERVICES FOR 24-25 AUGUST 2022.,1
V119,488310.0,"MODIFICATION TO ADD, PER DOD DIRECTION, 52.204-24, 52.204-25, AND 52.204-26.",1
D304,541519.0,"THE DEPARTMENT OF VETERANS AFFAIRS (VA) OFFICE OF INFORMATION AND TECHNOLOGY, IT OPERATIONS AND SERVICES, SOLUTION DELIVERY, TELECOM PROVISIONING OFFICE HAS AN IMMEDIATE REQUIREMENT FOR BRAND NAME APPLECARE OPERATING SYSTEM (OS) ALLIANCE SUPPORT.",1
Y1AZ,237990.0,"IGF::OT::IGF - THE CONTRACTOR SHALL PROVIDE CONCRETE CURBS, GUTTER, AND A CATCH BASIN AND PIPE(S) AT THE CEMETERY ENTRANCE.  THE CONTRACTOR SHALL ALSO PROVIDE A CONCRETE SIDEWALK AT THE PERIMETER OF THE CUL-DE-SAC ON THE GROUNDS.  A MOW STRIP IS TO ALSO BE PROVIDED BELOW THE FENCE FOR THE MAINE RURAL INITIATIVE IN JONESBORO MAINE.",1
7035,541519.0,"FINAL_CLOSE_PROCESS -FINAL_CLOSE_PROCESS -FINAL_CLOSE_PROCESS -CUSTOM HARDWARE ENGINEERING&CONSULTING, INC.:1184018 [13-000029]",1
D304,517410.0,"IN ACCORDANCE WITH FAR 4.804-1, THIS MODIFICATION IS TO CLOSEOUT CONTRACT EA133M-07-CQ-0053/10-01 TO DE-OBLIGATE REMAINING FUNDS IN THE AMOUNT OF $19,267.96. ALL ADMINISTRATIVE AND FINANCIAL REQUIREMENTS ARE COMPLETE",1
H342,561621.0,"EXERCISE OPTION PERIOD III FOR INSPECTION, TESTING AND MAINTENANCE OF THE FIRE SUPPRESSION SYSTEM",1
R425,541512.0,"LM FBICDS 240512 OPTION YEAR 2 -EFFECTIVE 8/13/14-8/12/15 - REFER TO THE LM BPA FOR ALL TERMS AND CONDITIONS.  CDS INFORMATION SECURITY ENGINEERING SUPPORT SERVICES NOT TO EXCEED $2,364,965.59 AND TRAVEL/ODC NOT TO EXCEED $19,550.00.  TOTAL: $2,384,515.59",1
1285,334519.0,"8509571331!INDICATOR,AIR FLOW",1
Z2AA,236220.0,"IGF::OT::IGF THIS ADMINISTRATIVE MOD IS TO CORRECT LINE ITEM CODING FOR ASBESTOS ABATEMENT ADDED TO THE TASK ORDER FOR THE SOUTH SIDE WINDOW RESTORATION PROJECT, MAHON COURTHOUSE, 510 W. 10TH ST.,  FORT WORTH, TX. 76102",1
Z2AA,236220.0,"RESTRIPE EXISTING PARKING LINES FOR THE CARGO DOCK AREA USING HOT MELT THERMOPLASTIC STRIPING MATERIAL AT THE EAGLE PASS II LAND PORT OF ENTRY IN EAGLE PASS, TEXAS",1
Z2JZ,236220.0,B2041 REPLACE ACT,1
7930,334111.0,"GLOVES, IMPACT AND ANTI-VIBRATION, BLACK HALF FINGER DESIGN, NYLON MESH BACK, SPLIT COWHIDE LEATHER PALM, HOOK NAD LOOP CLOSURE TAB. PALM PADDED W/AV GEL IN PALM. GEL FOAM IN THUMB AND ALL FINGERS. U/I PR (1 PAIR) P/N VALEO P/N V14872LG/GLAX. SIZE LA",1
Z2AA,236220.0,"CONTRACT# 47PM0418C0024 TO GREENBELT SALT SHED REPLACEMENT LOCATED AT GREENBELT SALT SHED BUILDING # AX1100AX 6565 GREENBELT ROAD, GREENBELT, MD 20770 IS HEREBY MODIFIED TO UPDATE INVOICING INSTRUCTIONS.",1
7510,339940.0,"STAPLER, PAPER FASTENING, OFFICE: ITEM NAME STAPLER, PAPER FASTENING, OFFICE OVERALL SHEET CAPACITY 25 SHEETS STAPLE DESIGN STANDARD 210 ACTION MECHANISM SPRING POWERED DUTY RATING HEAVY OVERALL COLOR GRAY AND BLACK FINISH OVERALL BODY MATERIAL METAL",2
5895,334111.0,TECHNICAL INSERTION TO ADD HARDWARE ITEMS ONTO COMMON HARDWARE SYSTEMS,1
7A21,516210.0,I&A SITE INTELLIGENCE GROUP SUBSCRIPTION SERVICES,1
5680,423610.0,4545531108!12X20X1 AF,1
R499,541990.0,REQUIREMENT FOR PROGRAM ASSISTANT VI.,1
Y1AA,236220.0,HUD REQUIRES BUILDING RENOVATIONS IN THE ROBERT C. WEAVER BUILDING AND SATELLITE BUILDINGS.  THE SCOPE OF THE WORK INCLUDES PROJECTS RANGING FROM COMPLETE INTERIOR TENANT FIT-OUT CONSTRUCTION PROJECTS TO MINOR ALTERATIONS.  THE ATTACHED PWS DESCRIBES,1
1820,334511.0,"COVID-19  ADVANCE AGREEMENT INCORPORATION MOD THE CONTRACTOR SHALL PROVIDE ALL PERSONNEL, FACILITIES, EQUIPMENT, MATERIAL, AND SERVICES NECESSARY TO DESIGN, DEVELOP, MANUFACTURE, INTEGRATE, TEST, AND DELIVER THE HARDWARE, DOCUMENTATION, AND SERVICES SPECIFIED HEREIN. THE CONTRACTOR SHALL ALSO PROVIDE SUPPORT, AS REQUIRED, FOR PRE-DELIVERY MISSION INTEGRATION ACTIVITIES, SUCH AS NPP MISSION OPERATIONS REVIEW AND JPSS DELTA-PDR. DOCUMENTATION AND OTHER TASKS SHOULD BE IN ACCORDANCE WITH THE REQUIREMENTS OF TH",1
Y1JZ,236220.0,MODIFICATION P00010 IS ISSUED FOR THE NEGOTIATED AGREEMENT OF THE FOLLOWING CHANGES ON SITE 5: RFP-0008 (COP #11 TELECOM CHANGES) RFP-0012 (MISCELLANEOUS WORKS REQUESTED BY QEADF) RFP-0014 (CONFIGURATION OF SECURITY NETWORK SWITCHES) AND RFP-0015 (ADDITIONAL SECURITY (ARMORED GUARD SHACKS)).,1
5996,335999.0,MISSILE SPARE PROCUREMENT,1
D304,541512.0,"KENNEDY INFRASTRUCTURE APPLICATIONS COMMUNICATIONS (KIAC) CONTRACT, CONTRACT LINE ITEM NUMBER (CLIN) 010AB. THIS DEOBLIGATION IS ASSOCIATED TO THE PERIOD OF PERFORMANCE  REDUCTION OF ONE MONTH FOR FP015 (PERFORMANCE WORK STATEMENT REV 6).",1
5985,334220.0,"8505489054!COUPLER, DIRECTIONAL",1
Z1DB,236220.0,"631-16-030 WARD 4 LOWER UPGRADES-PCO3-MODIFICATION IS TO INCORPORATE ADDED WIRING IN THE NURSE'S STATION FOR THE FIRE ALARM, DOOR HARDWARE AND REPAIR THE CONCRETE BEAM",1
R606,561492.0,"PROVIDE VERBATIM HEARING RECORDER SERVICES FOR THE SALT LAKE CITY, UT HEARING OFFICE ON COURT PROCEEDINGS ON DISABILITY APPEAL CASES.  MODIFICATION TO INCORPORATE ADDENDUM TO SOW - COVID TERMS AND CONDITIONS.",1
Z2AA,236220.0,EO14042: THE PURPOSE OF MODIFICATION PS0001 IS TO INCORPORATE COVID-19 SAFETY PROTOCOLS INTO THE CONTRACT.,1
D399,541513.0,INFRASTRUCTURE CABLING AND MAINTENANCE FOR HAMVAMC.,1
Z2NE,237110.0,"THE PURPOSE OF THIS MODIFICATION IS TO:   REMOVE CLAUSE 52.229-12, TAX ON CERTAIN FOREIGN PROCUREMENTS. THIS CLAUSE IS EXEMPT AND MUST BE REMOVED.ALL OTHER TERMS AND CONDITIONS OF THE CONTRACT REMAIN UNCHANGED.",1
7E20,334111.0,INFRASTRUCTURE SWITCHES SUPPORT ONE,1
F003,115310.0,SIERRA NEVADA FOREST MANAGEMENT LLC CA-MMU-016149 E-80051,1
7510,339940.0,"INK, CARTRIDGE: ITEM NAME INK, CARTRIDGE I.A.W. HP P/N CC654AN#140 CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD INK CARTRIDGE FOR USE WITH HP OFFICEJET 4500 AND 4600 SERIES AND ANY OTHER HP PRINTER USING HP P/N CC654AN#140 (H",1
DA01,541513.0,"1. THE PURPOSE OF THIS MODIFICATION IS TO INCREASE THE FUNDS ON CLIN 00007 FOR THE CYBER SECURITY SUPPORT IT HELP DESK.  FUNDING FOR CLIN 00007 IS INCREASED BY $91,460.40 FROM $1,158,630.08 TO $1,250,090.48. THE PERIOD OF PERFORMANCE FOR FOR THE CYBE",1
J070,541511.0,7 KIOSK HARDWARE SUPPORT AND MAINTENANCE WITH 3 OPTION YEARS.,1
Y1JZ,236220.0,"CASE 006 OMS EXT DOORS  CASE 0008 WATER BOTTLE FILLERS, CASE 00012 2018 ATFP REQUIREMENTS AND CASE 00016 2ND FLOOR LEVELING  RENOVATION OF TRAINING CENTER AND OMS",1
5985,334220.0,8505408700!ANTENNA,1
D306,541519.0,SCHNEIDER ELECTRIC POWER LOGIC STRUXUREWARE SOFTWARE MAINTENANCE,1
6665,334511.0,"8509075527!ALARM,GAS,AUTOMATIC",1
D307,541519.0,THE CONTRACTOR WILL PROVIDE SYSTEM INTEGRATION LIFE CYCLE SUPPORT ACROSS ALL OF THE SOLUTION DELIVERY DIVISION (SDD). THIS WILL INCLUDE PROVIDING TRAINING MANAGERS AND PROGRAM MANAGEMENT.,1
R499,541990.0,PTI TASK #40 JOURNEYMAN INFORMATION ENGINEER. OPTION YEAR IV POP: 5-21-2017 THRU 5-20-2018.,1
7025,423430.0,SERVERS FOR CONTINUOUS DIAGNOSTICS AND MITIGATION (CDM) PHASE 2 PROJECT.,1
7510,339940.0,"TAPE, PRESSURE SENSITIVE ADHESIVE: ITEM NAME TAPE, PRESSURE SENSITIVE ADHESIVE I.A.W. TYPE 1 - GLOSSY FINISH CLASS B - COLORED CELLULOSE ACETATE, POLYOLEFIN, OR UNPLASTICIZED POLYVINYL CHLORIDE FILM BACKING FURNISHED IN RED, WHITE, BLACK, MEDIUM GREE",1
D311,541519.0,"RED HAT ENTERPRISE LINUX WITH SMART VIRTUALIZATION AND MANAGEMENT,",1
R706,811310.0,USNS WILLIAMS AND STOCKHAM NAVY PRODUCTION,1
T010,541922.0,MODIFICATION TO DEOBLIGATE FUNDS,1
R499,512230.0,MOD 003 THIS MODIFICATION SERVES AS WRITTEN NOTICE THAT FUNDS ARE NOW AVAILABLE AND ARE HEREBY OBLIGATED FOR OY1 IN THE AMOUNT OF $4850.00(AWARD WAS SUBJECT TO THE AVAILABILITY OF FY 2018 FUNDS -ITEMIZED LINE 2 OPTION YEAR ONE),1
R704,611710.0,"DEVELOP A REPORT WITH DETAILED RECOMMENDATIONS AND IMPLEMENTATION STRATEGIES FOR CHANGES TO AMFED ORGANIZATIONAL STRUCTURES AND BUSINESS PROCESSES REVIEW. MODIFICATION TO TASK ORDER TO UPDATE CS, PROGRAM OFFICE AND ADD NO-COST EXTENSION TO COMPLETE F",1
D319,541512.0,EXERCISE OPTIONAL TASKS 1 & 2 IN PERIOD 3,1
6680,334514.0,"8504975156!TRANSDUCER,VELOCITY",1
7045,334210.0,DATAWALL I,1
5905,334416.0,"8508956109!RESISTOR,FIXED,WIRE",1
D317,517410.0,MOBIL SATELLITE PMA,1
Z2AA,236220.0,"THE SOLE PURPOSE OF THIS MODIFICATION IS TO CORRECT ERRORS IN THE ACCOUNTING STRINGS MADE AT THE TIME OF INITIAL AWARD. THE AWARD WAS OVER-OBLIGATED TEMPORARILY TO ALLOW COST TRANSFERS TO CORRECT THE ORGANIZATIONAL CODE FUNDING ON INITIAL AWARD PER ANNETTE SPINOSI AND TO BREAK OUT THE ASBESTOS COSTS ASSOCIATED WITH THE TASK ORDER. THIS MODIFICATION DE-OBLIGATES THE EXCESS FUNDS AND BRINGS THE DOLLAR VALUE BACK TO THE TRUE CONTRACT VALUE.  THE TOTAL CONTRACT VALUE IS UNCHANGED AND REMAINS $1,137,184.91. THE ",1
D318,541512.0,INTERNET PROTOCOL TELEVISION  INSTALLATION,1
5680,423610.0,4560966829!AIR CONDITIONING CONDENSING UNIT LX SERI,1
AD94,334511.0,FUNDING,1
R706,488310.0,AFRICOM TASK ORDER AWARD,1
6350,334511.0,"THE PURPOSE OF MODIFICATION P00005 IS TO PARTIALLY EXERCISE CLINS FOR 58 SYSTEMS AND ASSOCIATED ANCILLARY EQUIPMENT AND SERVICES, AS WELL AS REVISE THE PERIOD OF PERFORMANCE ASSOCIATED WITH WARRANTY AND EXCEPTED MAINTENANCE CLINS.",1
5995,334419.0,"8507000219!LEAD ASSEMBLY,ELECT",1
Z2AA,236220.0,"VMO00203 BANNISTER PROSPECTUS, 2306-2312 BANNISTER FEDERAL BUILDING, 2306-2312 E BANNISTER ROAD, KANSAS CITY THIS MODIFICATION IS FOR RFI 268 PIPE REMOVAL.",1
D399,541519.0,IGF::CT::IGF  CELLULAR PHONE SERVICES - FACILITIES,1
DA10,541519.0,"CALL ORDER # 60 FOR GARTNER BPA 80NSSC19A005 FOR GARTNER TECHNICAL PROFESSIONALS ADVISOR DEPARTMENT SUBSCRIPTIONS. SEE ATTACHED GARTNER PROPOSAL, DATED 06/23/2021. PERIOD OF PERFORMANCE: JULY 1, 2021 TO JUNE 30, 2022",1
R499,541512.0,INFORMATION TECHNOLOGY SUPPORT SERVICES (ITSS) II TASK ORDER FOR DATA CENTER SUPPORT SERVICES.,1
7030,611420.0,"SIN: 70 500ORDER-LEVEL MATERIALS (OLMS) ARE SUPPLIES AND/OR SERVICES ACQUIRED IN DIRECT SUPPORT OF AN INDIVIDUAL TASK OR DELIVERY ORDER PLACED AGAINST A FEDERAL SUPPLY SCHEDULE (FSS) CONTRACT OR FSS BLANKET PURCHASE AGREEMENT (BPA).  OLMS ARE NOT DEFINED, PRICED, OR AWARDED AT THE FSS CONTRACT LEVEL.  THEY ARE UNKNOWN BEFORE A TASK OR DELIVERY ORDER IS PLACED AGAINST THE FSS CONTRACT OR FSS BPA.  OLMS ARE ONLY AUTHORIZED FOR INCLUSION AT THE ORDER LEVEL UNDER A TIME-AND-MATERIALS (T&M)OR LABOR-HOUR (LH) CON",1
H999,541990.0,SAFETY INSPECTION NUMBER OF CALLS FOR MAY 2019 #  34,1
DA10,541519.0,GIT PALISADE AK CONCURRENT SUBSCRIPTION,1
Z2AA,236220.0,"EXPANSION JOINT REPLACEMENT, PERKINS BLDG. 200 INDEPENDENCE AVE NW, WASHINGTON DC 20210 IS MODIFIED TO EXERCISE OPTION 1 TO REMOVE AND REPLACE DRAINS AND ASSOCIATED PIPING ADJACENT TO THE EXPANSION JOINT.  POP IS EXTENDED TO 09/06/2024.",1
D304,517410.0,COMA002039EBM,1
5680,423610.0,"4554794345!WHITE DRUM ACYLIC LENS 14"" DIAMETER, 3H",1
B599,541512.0,TELERADIOLOGY SERVICES FOR THE INMATE POPULATION AT FPC MONTGOMERY,1
J040,237130.0,MODIFICATION TO PROVIDE CORRECTION OF FUNDING AS RESULT OF MISINTERPRETED LEVEL OF EFFORT ON SCOPE OF CEP 150,1
6140,335999.0,8504873479!BATTERY ASSEMBLY,1
M2AB,488310.0,HUSBANDING SERVICES FOR USS UNIT,1
5680,423610.0,"4543327891!48""X50' 200SF PER ROLL 1 ROLLS PER CASE",1
5955,334511.0,DIGITALLY TUNED OSCILLATOR (DTO),1
F003,115310.0,"EERA 0310A BIG HOLLOW 09/15-21/20 E-75, FRONT END LOADER, 8P6NKP020  THIS ADMINISTRATIVE ENTRY REPORTS A TOTAL AMOUNT VALUE THAT INCLUDES MULTIPLE INCIDENT ORDERS FOR SERVICES PLACED IN ACCORDANCE WITH THE TERMS AND CONDITIONS OF THE BASE AWARD",1
F003,115310.0,ALPINE FOREST INC OR-WWF-000400 E-13,1
5680,423610.0,"4547195816!SWITCH, AIR BREAK, HORIZONTAL, 3-PHASE,",1
5845,334290.0,"8507057531!BEACON,SONAR",1
6640,334516.0,ADMIN MODIFICATION,1
5935,334417.0,"8509124820!CONNECTOR,PLUG,ELEC",1
Z2KF,237990.0,LRROC IN SCOPE MODS,1
R606,561492.0,"SS04-17-6R015 NEW IN-PERSON/VTC VHR TASK ORDER FOR THE SAVANNAH, GA HO- NEW TASK ORDER TO PROVIDE VERBATIM HEARING RECORDING SERVICES FOR HEARINGS AND CANCELLATIONS AT THE SAVANNAH, GA HEARING OFFICE, INCLUDING REMOTE AND SATELLITE OFFICES, ON COURT",1
AR11,336414.0,"PROVIDE DEVELOPMENTAL HARDWARE AND TEST ARTICLES, AND MANUFACTURE AND ASSEMBLE ARES I UPPER STAGES. THE UPPER STAGE (US) ELEMENT IS AN INTEGRAL PART OF THE ARES I LAUNCH VEHICLE AND PROVIDES THE SECOND STAGE OF FLIGHT.  THE US ELEMENT IS RESPONSIBLE FOR THE ROLL CONTROL DURING THE FIRST STAGE BURN AND SEPARATION; AND WILL PROVIDE THE GUIDANCE AND NAVIGATION, COMMAND AND DATA HANDLING, AND OTHER AVIONICS FUNCTIONS FOR THE ARES I DURING ALL PHASES OF THE ASCENT FLIGHT.   THE US ELEMENT IS A NEW DESIGN THAT EM",1
Z2DA,236220.0,IGF::OT::IGF RENOVATE PACT PH 2 MOD #3 TO ADDED TWO ITEMS TO THE MODIFICATION SCOPE OF WORK.,1
C219,541370.0,WAYNE NF IRONTON RD - LEWIS LAKE AND SMITH HOLLOW LAKE BATHYMETRIC SURVEYS,1
6150,334419.0,8508557743!,1
D319,541519.0,"EXERCISE OPTION YEAR 3 - SEPTEMBER 24, 2023 - SEPTEMBER 23, 2024",1
DG01,541519.0,OLMS FOR SPECIAL PROJECT JSP2023-00335,1
5935,334417.0,"8509735686!ADAPTER,CONNECTOR",1
D319,541519.0,PROOFPOINT ETPRO RULESET SUBSCRIPTION,1
R799,541910.0,SBSE CAMPUS EXAMINATION - W&I RICS CUSTOMER SATISFACTION SURVEYS,1
C1KZ,236210.0,"IGF::OT::IGF  WRP ACEP OBSTRUCTION REMOVAL&FENCE CONSTRUCTION. REFUGIO CO. 48391: 6674421201BBB, BLN, BLR, 9BK, B5H, 9BM. VICTORIA CO.48469: 66744212018WG.  THE PURPOSE OF THIS MODIFICATION IS TO INSPECT, REPAIR, OR REBUILD AS REQUIRED ALL COMPLETED 4 STAND FENCE THAT WAS DAMAGED OR REMOVED BY HURRICANE HARVEY.  THIS MODIFICATION ALSO EXTENDS THE PERIOD OF PERFORMANCE TO 30 APRIL 2018.  ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME.",1
Y1ND,237110.0,"BPA FOR LINN'S PLUMBING BEGINNING JUNE 3, 2020 THRU JUNE 2, 2021 TO FURNISH AND INSTALL SEPTIC TANKS, DRAINFIELDS AND LAGOON SYSTEMS IN ACCORDANCE WITH THE ATTACHED SPECIFICATIONS FOR THE OEH SHAWNEE FIELD OFFICE.",1
J038,811310.0,PREVENTATIVE MAINTENANCE SERVICES MATERIAL HANDLING EQUIPMENT,1
5680,423610.0,4560315621!MCHX E-COATED COND. COIL- 38AP400946C,1
6145,335999.0,"8507242890!CABLE,SPECIAL PURPO",1
6515,532490.0,FFRANGIO 3D IMAGING KIT,1
AJ47,336414.0,"THE COMMERCIAL CREW PROGRAM (CCP) COMMERCIAL CREW TRANSPORTATION CAPABILITY (CCTCAP) CONTRACT WILL PROVIDE COMPLETION OF THE DESIGN, DEVELOPMENT, TEST, EVALUATION, AND CERTIFICATION OF AN INTEGRATED CREW TRANSPORTATION SYSTEM (CTS) CAPABLE OF TRANSPORTING NASA CREW TO AND FROM THE INTERNATIONAL SPACE STATION (ISS), IN ACCORDANCE WITH THE DESIGN REFERENCE MISSIONS AND NASA'S CERTIFICATION STANDARDS AND REQUIREMENTS. CERTIFICATION OF THE CTS WILL BE DETERMINED BY NASA. NASA PLANS TO ISSUE TASK ORDERS FOR POST",1
B538,541511.0,LAND COVER MAP IMPROVEMENT MAP.,1
AG55,541990.0,"THE U.S. NUCLEAR REGULATORY COMMISSION HEREBY AWARD CONTRACT 31310019D0004/31310019F0123 FOR THE PROJECT TITLED ""ADVANCED REFLOOD THERMAL-HYDRAULICS FOR UNCERTAINTY RESOLUTION (ARTHUR)."" THE CONTRACTOR SHALL PROVIDE THE U.S. NRC WITH THE SE",1
7030,541519.0,"THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION CLIN 00004 HUMAN CAPITAL STATEMENT OF WORK TASKS 1, 3, AND 5 FOR 10 MONTHS.",1
R606,561492.0,"TASK ORDER TO PROVIDE VERBATIM HEARING RECORDING SERVICES FOR HEARINGS AND CANCELLATIONS AT THE ORLANDO, FL HEARING OFFICE, INCLUDING REMOTE AND SATELLITE OFFICES, ON COURT PROCEEDINGS ON DISABILITY APPEAL CASES.",1
D319,518210.0,RELATIVITY SERVICES,1
5935,334417.0,"8506986981!BACKSHELL,ELECTRICA",1
J020,811310.0,REPAIR AND INSPECTION OF THE FRB DAVIT ON THE NOAA SHIP OSCAR SETTE,1
R418,541990.0,"THE PURPOSE OF THIS PROCUREMENT ACTION IS TO CONDUCT THE REQUIRED RANDOLPH-SHEPPARD ACT ARBITRATIONS; PAYING FOR PROFESSIONAL FEES, TRAVEL AND PER DIEM COST OF NON-FEDERAL PANEL MEMBERS/CHAIRS TO CONDUCT THE ARBITRATIONS.",1
F018,115310.0,DE SOTO R.D. HAND PLANTING OF BAREROOT HARDWOOD SEEDLINGS.,1
Y1AZ,236220.0,ONTONAGON OIL HOUSE PAINTING,1
Z2AA,236220.0,"TASK ORDER MUSKIE BOILER REPLACEMENT PROJECT AT MUSKIE FEDERAL BUILDING IN AUGUSTA, ME.",1
Y1JZ,236220.0,"THE PURPOSE OF THIS TASK ORDER IS FOR DESIGN-BUILD SERVICES TO PERFORM MAJOR RENOVATIONS OF BUILDING #3, THE RESCUE SWIMMER TRAINING FACILITY (RSTF), AT UNITED STATES COAST GUARD (USCG) BASE ELIZABETH CITY IN ELIZABETH CITY, NC.",1
5680,423610.0,4544439717!TIEWIRE SIZE 9 GAUGE MATERIAL WIRE ONE M,1
U009,611420.0,MOD P00002 TO ADD  CLIN 8 FOR CONTRACTOR TO CHARGE ADDITIONAL BILLING HOURS.,1
Y1AZ,236220.0,"IGF::CT::IGF MODIFICATION 2 - OPTION ITEMS (ELECTRICAL, SEWER, WATER, GRAVEL&PARKING STOPS) AND EXTEND COMPLETION DATE TO MAY 15, 2019 -  STANLEY BUNKHOUSE #2 PROJECT 2017",1
R606,561492.0,"TASK ORDER TO PROVIDE VERBATIM HEARING RECORDING SERVICES FOR 840 IN-PERSON/VTC HEARINGS AND 340 IN-PERSON/VTC CANCELLATIONS AT THE SPOKANE, WA HEARING OFFICE, INCLUDING REMOTE AND SATELLITE OFFICES, ON COURT PROCEEDINGS ON DISABILITY APPEAL CASES.",1
W070,541519.0,HIGH-PERFORMANCE COMPUTING (HPC) SYSTEM LEASE (OTHER FUNCTION - IGF::OT::IGF),1
5975,334417.0,"8505641950!ADAPTER,ELECTRICAL",1
7030,541519.0,JIRA SOFTWARE LICENSE YEARLY RENEWAL,1
F003,115310.0,"HAY CREEK , MT-FNF-000668, E-29",1
